ID1,AB_Flow_PCE,BA_Flow_PCE,Tot_Flow_PCE,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF,AB_Flow_OD_Number,BA_Flow_OD_Number,AB_Flow,BA_Flow,Tot_Flow
154,539.4,602.9927,1142.3927,0.213617,0.217768,0.217768,0.385286,0.430709,0.430709,68.6122,76.7013,145.3135,1.92042,2.18854,4.10896,35.7278,35.0467,0.213617,0.217768,0.217768,539.4,602.9927,539.4,602.9927,1142.3927
156,1107.4905,2591.9185,3699.409,0.0962707,0.160917,0.160917,0.791065,1.85137,1.85137,52.5814,123.0591,175.6405,1.77698,6.95141,8.72839,29.5903,17.7028,0.0962707,0.160917,0.160917,1107.4905,2591.9185,1107.4905,2591.9185,3699.409
158,2591.9185,1107.4905,3699.409,0.32518,0.194543,0.32518,1.85137,0.791065,1.85137,248.6764,106.256,354.9324,14.0473,3.5909,17.6382,17.7028,29.5903,0.32518,0.194543,0.32518,2591.9185,1107.4905,2591.9185,1107.4905,3699.409
160,1187.4,70.8,1258.2,0.323223,0.233765,0.323223,0.848143,0.0505714,0.848143,184.0019,10.9713,194.9732,6.39658,0.275842,6.67242,28.7657,39.7738,0.323223,0.233765,0.323223,1187.4,70.8,1187.4,70.8,1258.2
162,70.8,1187.4,1258.2,0.103538,0.14316,0.14316,0.0505714,0.848143,0.848143,4.85936,81.4972,86.3566,0.122175,2.83314,2.95532,39.7738,28.7657,0.103538,0.14316,0.14316,70.8,1187.4,70.8,1187.4,1258.2
164,34.8,714.0603,748.8603,0.1471,0.173551,0.173551,0.0248571,0.510043,0.510043,3.40605,69.8886,73.2947,0.0853181,2.06544,2.15075,39.9218,33.8372,0.1471,0.173551,0.173551,34.8,714.0603,34.8,714.0603,748.8603
166,714.0603,34.8,748.8603,0.146457,0.124135,0.146457,0.510043,0.0248571,0.510043,58.9778,2.87431,61.8521,1.74299,0.0719985,1.81498,33.8372,39.9218,0.146457,0.124135,0.146457,714.0603,34.8,714.0603,34.8,748.8603
168,1774.5067,0.0,1774.5067,0.0666194,0.0,0.0666194,0.443627,0.0,0.443627,102.9995,0.0,102.9995,1.97028,0.0,1.97028,52.2767,0.0,0.0666194,0.0,0.0666194,1774.5067,0.0,1774.5067,0.0,1774.5067
169,267.0881,3.6,270.6881,0.0414968,0.0398396,0.0414968,0.190777,0.00257143,0.190777,7.09333,0.0956088,7.18893,0.184722,0.00239038,0.187112,38.4001,39.9974,0.0414968,0.0398396,0.0414968,267.0881,3.6,267.0881,3.6,270.6881
171,3.6,267.0881,270.6881,0.175906,0.183223,0.183223,0.00257143,0.190777,0.190777,0.422147,31.3195,31.7417,0.0105544,0.815611,0.826165,39.9974,38.4001,0.175906,0.183223,0.183223,3.6,267.0881,3.6,267.0881,270.6881
