ID1,AB_Flow_PCE,BA_Flow_PCE,Tot_Flow_PCE,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF,AB_Flow_OD_Number,BA_Flow_OD_Number,AB_Flow,BA_Flow,Tot_Flow
67,0.0,0.0,0.0,1.08807,0.0,1.08807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.08807,0.0,1.08807,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.111024,0.111024,0.111024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.111024,0.111024,0.111024,0.0,0.0,0.0,0.0,0.0
70,3810.0067,0.0,3810.0067,0.246442,0.0,0.246442,0.952502,0.0,0.952502,694.4233,0.0,694.4233,15.6491,0.0,15.6491,44.3746,0.0,0.246442,0.0,0.246442,3810.0067,0.0,3810.0067,0.0,3810.0067
71,0.0,0.0,0.0,0.0501135,0.0501135,0.0501135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0501135,0.0501135,0.0501135,0.0,0.0,0.0,0.0,0.0
73,31.8,0.0,31.8,0.0901976,0.0,0.0901976,0.0227143,0.0,0.0227143,1.90892,0.0,1.90892,0.0478047,0.0,0.0478047,39.9317,0.0,0.0901976,0.0,0.0901976,31.8,0.0,31.8,0.0,31.8
74,0.0,0.0,0.0,0.129849,0.0,0.129849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.129849,0.0,0.129849,0.0,0.0,0.0,0.0,0.0
75,33.5792,263.5427,297.1219,0.140395,0.145857,0.145857,0.0239852,0.188245,0.188245,3.13707,24.621,27.758,0.0785724,0.64066,0.719232,39.9258,38.4306,0.140395,0.145857,0.145857,33.5792,263.5427,33.5792,263.5427,297.1219
77,263.5427,33.5792,297.1219,0.185444,0.178499,0.185444,0.188245,0.0239852,0.188245,31.3033,3.98851,35.2918,0.814542,0.0998978,0.91444,38.4306,39.9258,0.185444,0.178499,0.185444,263.5427,33.5792,263.5427,33.5792,297.1219
79,5282.9568,0.0,5282.9568,0.659457,0.0,0.659457,0.800448,0.0,0.800448,3847.9737,0.0,3847.9737,58.0647,0.0,58.0647,66.2704,0.0,0.659457,0.0,0.659457,5282.9568,0.0,5282.9568,0.0,5282.9568
80,0.0,0.0,0.0,0.174295,0.174295,0.174295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.174295,0.174295,0.174295,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.662153,0.662153,0.662153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.662153,0.662153,0.662153,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.085772,0.0,0.085772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.085772,0.0,0.085772,0.0,0.0,0.0,0.0,0.0
85,565.2,0.0,565.2,0.538276,0.0,0.538276,0.0856364,0.0,0.0856364,450.7029,0.0,450.7029,5.07056,0.0,5.07056,88.8862,0.0,0.538276,0.0,0.538276,565.2,0.0,565.2,0.0,565.2
86,0.0,0.0,0.0,0.83545,0.0,0.83545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.83545,0.0,0.83545,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.278433,0.278433,0.278433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.278433,0.278433,0.278433,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.13581,0.13581,0.13581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.13581,0.13581,0.13581,0.0,0.0,0.0,0.0,0.0
91,149.7059,0.0,149.7059,0.222817,0.0,0.222817,0.0226827,0.0,0.0226827,49.9501,0.0,49.9501,0.55595,0.0,0.55595,89.8465,0.0,0.222817,0.0,0.222817,149.7059,0.0,149.7059,0.0,149.7059
92,0.0,0.0,0.0,0.0782805,0.0782805,0.0782805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0782805,0.0782805,0.0782805,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0710325,0.0710325,0.0710325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0710325,0.0710325,0.0710325,0.0,0.0,0.0,0.0,0.0
96,617.2816,0.0,617.2816,0.253769,0.0,0.253769,0.0935275,0.0,0.0935275,231.6572,0.0,231.6572,2.61078,0.0,2.61078,88.731,0.0,0.253769,0.0,0.253769,617.2816,0.0,617.2816,0.0,617.2816
97,71.7101,231.8714,303.5815,0.0968733,0.099561,0.099561,0.0512215,0.165622,0.165622,4.6045,14.8885,19.493,0.11578,0.384756,0.500535,39.7695,38.6959,0.0968733,0.099561,0.099561,71.7101,231.8714,71.7101,231.8714,303.5815
99,0.0,0.0,0.0,0.612519,0.0,0.612519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.612519,0.0,0.612519,0.0,0.0,0.0,0.0,0.0
100,231.8714,71.7101,303.5815,0.16438,0.159943,0.16438,0.165622,0.0512215,0.165622,24.5816,7.60227,32.1839,0.635251,0.191158,0.82641,38.6959,39.7695,0.16438,0.159943,0.16438,231.8714,71.7101,231.8714,71.7101,303.5815
102,12705.2231,0.0,12705.2231,0.240036,0.0,0.240036,1.92503,0.0,1.92503,1958.7515,0.0,1958.7515,50.8285,0.0,50.8285,38.5365,0.0,0.240036,0.0,0.240036,12705.2231,0.0,12705.2231,0.0,12705.2231
103,315.0463,0.0,315.0463,0.270431,0.0,0.270431,0.225033,0.0,0.225033,53.9208,0.0,53.9208,1.41997,0.0,1.41997,37.9732,0.0,0.270431,0.0,0.270431,315.0463,0.0,315.0463,0.0,315.0463
104,597.9244,0.0,597.9244,0.222775,0.0,0.222775,0.149481,0.0,0.149481,140.2497,0.0,140.2497,2.22004,0.0,2.22004,63.1745,0.0,0.222775,0.0,0.222775,597.9244,0.0,597.9244,0.0,597.9244
105,0.0,0.0,0.0,0.39858,0.0,0.39858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.39858,0.0,0.39858,0.0,0.0,0.0,0.0,0.0
106,27.6,0.0,27.6,0.210113,0.209823,0.210113,0.0197143,0.0,0.0197143,3.86074,0.0,3.86074,0.0966522,0.0,0.0966522,39.9447,40.0,0.210113,0.209823,0.210113,27.6,0.0,27.6,0.0,27.6
108,0.0,27.6,27.6,0.340313,0.340784,0.340784,0.0,0.0197143,0.0197143,0.0,6.26175,6.26175,0.0,0.15676,0.15676,40.0,39.9447,0.340313,0.340784,0.340784,0.0,27.6,0.0,27.6,27.6
110,0.0,0.0,0.0,0.0183105,0.0183105,0.0183105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0183105,0.0183105,0.0183105,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.199553,0.199553,0.199553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.199553,0.199553,0.199553,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.330519,0.0,0.330519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.330519,0.0,0.330519,0.0,0.0,0.0,0.0,0.0
115,16.2,18.6,34.8,0.15426,0.154282,0.154282,0.0115714,0.0132857,0.0132857,1.66497,1.91163,3.5766,0.0416502,0.0478274,0.0894776,39.9751,39.9694,0.15426,0.154282,0.154282,16.2,18.6,16.2,18.6,34.8
117,1169.6598,0.0,1169.6598,0.355241,0.0,0.355241,0.835471,0.0,0.835471,200.4645,0.0,200.4645,6.92518,0.0,6.92518,28.9472,0.0,0.355241,0.0,0.355241,1169.6598,0.0,1169.6598,0.0,1169.6598
118,0.0,0.0,0.0,0.178705,0.178705,0.178705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.178705,0.178705,0.178705,0.0,0.0,0.0,0.0,0.0
120,18.6,1185.8598,1204.4598,0.425952,0.59153,0.59153,0.0132857,0.847043,0.847043,5.27777,336.4889,341.7667,0.132045,11.6912,11.8232,39.9694,28.7814,0.425952,0.59153,0.59153,18.6,1185.8598,18.6,1185.8598,1204.4598
122,0.0,0.0,0.0,0.314095,0.314095,0.314095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.314095,0.314095,0.314095,0.0,0.0,0.0,0.0,0.0
124,778.4564,0.0,778.4564,0.352772,0.0,0.352772,0.55604,0.0,0.55604,151.641,0.0,151.641,4.57696,0.0,4.57696,33.1314,0.0,0.352772,0.0,0.352772,778.4564,0.0,778.4564,0.0,778.4564
125,226.1749,0.0,226.1749,0.629827,0.0,0.629827,0.161553,0.0,0.161553,91.981,0.0,91.981,2.37418,0.0,2.37418,38.7422,0.0,0.629827,0.0,0.629827,226.1749,0.0,226.1749,0.0,226.1749
126,727.7159,0.0,727.7159,0.235434,0.0,0.235434,0.519797,0.0,0.519797,96.1946,0.0,96.1946,2.85549,0.0,2.85549,33.6876,0.0,0.235434,0.0,0.235434,727.7159,0.0,727.7159,0.0,727.7159
127,48.1074,299.4577,347.5652,0.138473,0.144861,0.144861,0.0343625,0.213898,0.213898,4.42694,27.5567,31.9836,0.111026,0.722993,0.83402,39.873,38.1147,0.138473,0.144861,0.144861,48.1074,299.4577,48.1074,299.4577,347.5652
129,415.8577,49.9074,465.7652,0.448556,0.416362,0.448556,0.297041,0.0356482,0.297041,115.0445,13.8066,128.8511,3.10892,0.346326,3.45525,37.0046,39.8658,0.448556,0.416362,0.448556,415.8577,49.9074,415.8577,49.9074,465.7652
131,1269.7506,0.0,1269.7506,0.241037,0.0,0.241037,0.192386,0.0,0.192386,440.4993,0.0,440.4993,5.10094,0.0,5.10094,86.3564,0.0,0.241037,0.0,0.241037,1269.7506,0.0,1269.7506,0.0,1269.7506
132,12087.9415,0.0,12087.9415,1.93716,0.0,1.93716,1.83151,0.0,1.83151,15685.3132,0.0,15685.3132,390.2711,0.0,390.2711,40.1908,0.0,1.93716,0.0,1.93716,12087.9415,0.0,12087.9415,0.0,12087.9415
133,194.2365,0.0,194.2365,0.195656,0.0,0.195656,0.0294298,0.0,0.0294298,56.8618,0.0,56.8618,0.633392,0.0,0.633392,89.7734,0.0,0.195656,0.0,0.195656,194.2365,0.0,194.2365,0.0,194.2365
134,4152.8786,0.0,4152.8786,0.488527,0.0,0.488527,0.629224,0.0,0.629224,2435.4058,0.0,2435.4058,33.8132,0.0,33.8132,72.0253,0.0,0.488527,0.0,0.488527,4152.8786,0.0,4152.8786,0.0,4152.8786
135,0.0,0.0,0.0,0.378143,0.0,0.378143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.378143,0.0,0.378143,0.0,0.0,0.0,0.0,0.0
136,33.0,0.0,33.0,0.354782,0.0,0.354782,0.0235714,0.0,0.0235714,7.7911,0.0,7.7911,0.19513,0.0,0.19513,39.9278,0.0,0.354782,0.0,0.354782,33.0,0.0,33.0,0.0,33.0
137,0.0,0.0,0.0,0.0687165,0.0687165,0.0687165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0687165,0.0687165,0.0687165,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.103119,0.103119,0.103119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.103119,0.103119,0.103119,0.0,0.0,0.0,0.0,0.0
141,5289.0971,0.0,5289.0971,0.515137,0.0,0.515137,0.801378,0.0,0.801378,3007.9676,0.0,3007.9676,45.4102,0.0,45.4102,66.24,0.0,0.515137,0.0,0.515137,5289.0971,0.0,5289.0971,0.0,5289.0971
