ID1,AB_Flow,BA_Flow,Tot_Flow,AB_Time,BA_Time,Max_Time,AB_VOC,BA_VOC,Max_VOC,AB_VKmT,BA_VKmT,Tot_VKmT,AB_VHT,BA_VHT,Tot_VHT,AB_Speed,BA_Speed,AB_VDF,BA_VDF,Max_VDF
231,0.0,0.0,0.0,0.151041,0.151041,0.151041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.151041,0.151041,0.151041
233,0.0,0.0,0.0,0.0471017,0.0471017,0.0471017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0471017,0.0471017,0.0471017
235,21.0,35.4,56.4,0.134603,0.134888,0.134888,0.0233333,0.0393333,0.0393333,1.64596,2.77462,4.42058,0.0471112,0.079584,0.126695,34.9377,34.864,0.134603,0.134888,0.134888
237,35.4,21.0,56.4,0.11519,0.114947,0.11519,0.0393333,0.0233333,0.0393333,2.36943,1.40559,3.77502,0.067962,0.0402314,0.108193,34.864,34.9377,0.11519,0.114947,0.11519
239,0.0,0.0,0.0,0.142622,0.142622,0.142622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.142622,0.142622,0.142622
241,21.0,35.4,56.4,0.0862105,0.0863928,0.0863928,0.0233333,0.0393333,0.0393333,1.0542,1.77708,2.83128,0.0301737,0.0509718,0.0811454,34.9377,34.864,0.0862105,0.0863928,0.0863928
243,21.0,35.4,56.4,0.0256983,0.0257526,0.0257526,0.0233333,0.0393333,0.0393333,0.314244,0.529726,0.84397,0.0089944,0.015194,0.0241884,34.9377,34.864,0.0256983,0.0257526,0.0257526
245,21.0,35.4,56.4,0.106272,0.106497,0.106497,0.0233333,0.0393333,0.0393333,1.29952,2.19062,3.49014,0.0371954,0.0628333,0.100029,34.9377,34.864,0.106272,0.106497,0.106497
247,21.0,35.4,56.4,0.0255094,0.0255633,0.0255633,0.0233333,0.0393333,0.0393333,0.311934,0.525832,0.837766,0.00892828,0.0150824,0.0240106,34.9377,34.864,0.0255094,0.0255633,0.0255633
249,0.0,0.0,0.0,0.0270463,0.0,0.0270463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0270463,0.0,0.0270463
